Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"29,805"
2. Finansijska sredstva po amortizovanoj vrijednosti,"54,000"
2.a. Krediti i potrazivanja od banaka,"13,284"
2.b. Krediti i potrazivanja od klijenata,"40,717"
2.c. Hartije od vrijednosti,
2.d. Ostala finansijska sredstva,
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,"8,069"
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,"8,069"
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,
4.d. Ostala finansijska sredstva,
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja","1,243"
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,"1,243"
5.c. Hartije od vrijednosti,
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,85
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",
9. Investicione nekretnine,
"10. Nekretnine, postrojenja i oprema","1,029"
11. Nematerijalna sredstva,355
12. Tekuca poreska sredstva,69
13. Odlozena poreska sredstva,5
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,
15. Ostala sredstva,157
16. UKUPNA SREDSTVA:,"94,818"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"81,480"
17.a. Depoziti banaka i centralnih banaka,3
17.b. Depoziti klijenata,"78,238"
17.c. Krediti banaka i centralnih banaka,
17.d. Krediti klijenata koji nijesu banke,"3,239"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,
18. Finansijske obaveze koje se drze radi trgovanja,
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,
20. Derivatne finansijske obaveze kao instrument zastite,9
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,18
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,
25. Odlozene poreske obaveze,20
26. Ostale obaveze,"2,524"
27. Subordinisani dug,"2,007"
28. UKUPNE OBAVEZE:,"86,058"
Kapital,IZNOS
29. Akcijski kapital,"8,500"
30. Emisione premije,
31. Nerasporedena dobit,"-1,018"
32. Dobit/gubitak tekuce godine,"1,301"
33. Ostale rezerve,-24
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"8,760"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"94,818"
