Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"33,168"
2. Finansijska sredstva po amortizovanoj vrijednosti,"79,689"
2.a. Krediti i potrazivanja od banaka,"25,809"
2.b. Krediti i potrazivanja od klijenata,"53,840"
2.c. Hartije od vrijednosti,
2.d. Ostala finansijska sredstva,40
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,"84,526"
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,"84,526"
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,
4.d. Ostala finansijska sredstva,
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja",
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,
5.c. Hartije od vrijednosti,
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,5
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",
9. Investicione nekretnine,750
"10. Nekretnine, postrojenja i oprema","3,940"
11. Nematerijalna sredstva,278
12. Tekuca poreska sredstva,6
13. Odlozena poreska sredstva,21
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,
15. Ostala sredstva,158
16. UKUPNA SREDSTVA:,"202,539"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"181,042"
17.a. Depoziti banaka i centralnih banaka,5
17.b. Depoziti klijenata,"178,352"
17.c. Krediti banaka i centralnih banaka,
17.d. Krediti klijenata koji nijesu banke,"2,685"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,
18. Finansijske obaveze koje se drze radi trgovanja,
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,
20. Derivatne finansijske obaveze kao instrument zastite,92
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,213
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,44
25. Odlozene poreske obaveze,58
26. Ostale obaveze,"6,097"
27. Subordinisani dug,"3,000"
28. UKUPNE OBAVEZE:,"190,546"
Kapital,IZNOS
29. Akcijski kapital,"10,500"
30. Emisione premije,
31. Nerasporedena dobit,"1,252"
32. Dobit/gubitak tekuce godine,450
33. Ostale rezerve,-209
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"11,992"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"202,539"
