Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"65,549"
2. Finansijska sredstva po amortizovanoj vrijednosti,"370,613"
2.a. Krediti i potrazivanja od banaka,"18,986"
2.b. Krediti i potrazivanja od klijenata,"347,362"
2.c. Hartije od vrijednosti,"4,426"
2.d. Ostala finansijska sredstva,-160
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,"28,438"
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,"28,438"
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,
4.d. Ostala finansijska sredstva,
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja","3,362"
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,"1,286"
5.c. Hartije od vrijednosti,"2,076"
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",
9. Investicione nekretnine,
"10. Nekretnine, postrojenja i oprema","10,399"
11. Nematerijalna sredstva,316
12. Tekuca poreska sredstva,
13. Odlozena poreska sredstva,200
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,890
15. Ostala sredstva,"1,720"
16. UKUPNA SREDSTVA:,"481,488"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"410,240"
17.a. Depoziti banaka i centralnih banaka,0
17.b. Depoziti klijenata,"357,124"
17.c. Krediti banaka i centralnih banaka,"9,000"
17.d. Krediti klijenata koji nijesu banke,"44,116"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,
18. Finansijske obaveze koje se drze radi trgovanja,
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,
20. Derivatne finansijske obaveze kao instrument zastite,
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,"3,904"
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,
25. Odlozene poreske obaveze,340
26. Ostale obaveze,"5,143"
27. Subordinisani dug,
28. UKUPNE OBAVEZE:,"419,627"
Kapital,IZNOS
29. Akcijski kapital,"24,731"
30. Emisione premije,
31. Nerasporedena dobit,"27,786"
32. Dobit/gubitak tekuce godine,"1,502"
33. Ostale rezerve,"7,843"
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"61,861"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"481,488"
