Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"33,529"
2. Finansijska sredstva po amortizovanoj vrijednosti,"172,751"
2.a. Krediti i potrazivanja od banaka,"2,244"
2.b. Krediti i potrazivanja od klijenata,"170,223"
2.c. Hartije od vrijednosti,
2.d. Ostala finansijska sredstva,284
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,13
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,
4.d. Ostala finansijska sredstva,13
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja",
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,
5.c. Hartije od vrijednosti,
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",
9. Investicione nekretnine,
"10. Nekretnine, postrojenja i oprema","1,282"
11. Nematerijalna sredstva,"2,215"
12. Tekuca poreska sredstva,"1,597"
13. Odlozena poreska sredstva,
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,
15. Ostala sredstva,"1,903"
16. UKUPNA SREDSTVA:,"213,291"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"176,180"
17.a. Depoziti banaka i centralnih banaka,
17.b. Depoziti klijenata,"158,275"
17.c. Krediti banaka i centralnih banaka,"6,003"
17.d. Krediti klijenata koji nijesu banke,"11,902"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,
18. Finansijske obaveze koje se drze radi trgovanja,11
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,11
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,
20. Derivatne finansijske obaveze kao instrument zastite,
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,564
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,
25. Odlozene poreske obaveze,
26. Ostale obaveze,"2,636"
27. Subordinisani dug,"5,502"
28. UKUPNE OBAVEZE:,"184,893"
Kapital,IZNOS
29. Akcijski kapital,"125,100"
30. Emisione premije,
31. Nerasporedena dobit,"-97,439"
32. Dobit/gubitak tekuce godine,662
33. Ostale rezerve,74
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"28,397"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"213,291"
