Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"130,897"
2. Finansijska sredstva po amortizovanoj vrijednosti,"960,778"
2.a. Krediti i potrazivanja od banaka,"141,334"
2.b. Krediti i potrazivanja od klijenata,"757,146"
2.c. Hartije od vrijednosti,"59,698"
2.d. Ostala finansijska sredstva,"2,600"
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,"14,862"
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,"14,862"
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,
4.d. Ostala finansijska sredstva,
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja",
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,
5.c. Hartije od vrijednosti,
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,"1,740"
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",
9. Investicione nekretnine,198
"10. Nekretnine, postrojenja i oprema","21,503"
11. Nematerijalna sredstva,"2,634"
12. Tekuca poreska sredstva,
13. Odlozena poreska sredstva,"1,844"
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,
15. Ostala sredstva,"4,561"
16. UKUPNA SREDSTVA:,"1,139,017"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"951,190"
17.a. Depoziti banaka i centralnih banaka,"33,470"
17.b. Depoziti klijenata,"900,077"
17.c. Krediti banaka i centralnih banaka,"5,425"
17.d. Krediti klijenata koji nijesu banke,"12,218"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,
18. Finansijske obaveze koje se drze radi trgovanja,
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,853
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,853
20. Derivatne finansijske obaveze kao instrument zastite,"1,908"
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,"3,407"
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,"3,477"
25. Odlozene poreske obaveze,"1,028"
26. Ostale obaveze,"19,024"
27. Subordinisani dug,"16,729"
28. UKUPNE OBAVEZE:,"997,616"
Kapital,IZNOS
29. Akcijski kapital,"26,648"
30. Emisione premije,"7,146"
31. Nerasporedena dobit,"65,080"
32. Dobit/gubitak tekuce godine,"20,117"
33. Ostale rezerve,"22,410"
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"141,401"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"1,139,017"
