Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"181,041"
2. Finansijska sredstva po amortizovanoj vrijednosti,"241,396"
2.a. Krediti i potrazivanja od banaka,"37,513"
2.b. Krediti i potrazivanja od klijenata,"150,047"
2.c. Hartije od vrijednosti,"53,747"
2.d. Ostala finansijska sredstva,89
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,"33,918"
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,"33,918"
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,368
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,368
4.d. Ostala finansijska sredstva,
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja",
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,
5.c. Hartije od vrijednosti,
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",
9. Investicione nekretnine,198
"10. Nekretnine, postrojenja i oprema","5,224"
11. Nematerijalna sredstva,275
12. Tekuca poreska sredstva,
13. Odlozena poreska sredstva,214
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,
15. Ostala sredstva,"5,067"
16. UKUPNA SREDSTVA:,"467,701"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"436,518"
17.a. Depoziti banaka i centralnih banaka,"2,486"
17.b. Depoziti klijenata,"429,886"
17.c. Krediti banaka i centralnih banaka,
17.d. Krediti klijenata koji nijesu banke,"4,146"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,
18. Finansijske obaveze koje se drze radi trgovanja,
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,
20. Derivatne finansijske obaveze kao instrument zastite,
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,527
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,563
25. Odlozene poreske obaveze,79
26. Ostale obaveze,"5,365"
27. Subordinisani dug,"1,002"
28. UKUPNE OBAVEZE:,"444,053"
Kapital,IZNOS
29. Akcijski kapital,"12,122"
30. Emisione premije,
31. Nerasporedena dobit,"6,947"
32. Dobit/gubitak tekuce godine,"5,331"
33. Ostale rezerve,-753
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"23,647"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"467,701"
